City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
314,Mazyr,52.0495,29.2456,24.33,87,27,6.89,BY,2022-02-13 06:29:49
315,Huarmey,-10.0681,-78.1522,71.89,77,68,6.67,PE,2022-02-13 06:29:50
316,Finnsnes,69.2296,17.9811,20.34,83,100,6.82,NO,2022-02-13 06:30:50
317,Riohacha,11.5444,-72.9072,76.46,76,17,14.23,CO,2022-02-13 06:30:51
318,Broken Hill,-31.95,141.4333,96.51,17,75,9.22,AU,2022-02-13 06:30:51
319,Rio Grande,-32.035,-52.0986,65.95,93,96,13.56,BR,2022-02-13 06:30:52
320,Geraldton,-28.7667,114.6,88.21,42,1,12.66,AU,2022-02-13 06:30:35
321,Gari,59.4307,62.3497,11.16,91,99,5.28,RU,2022-02-13 06:30:53
322,Tuxpan,19.55,-103.4,57.16,59,33,3.8,MX,2022-02-13 06:30:53
323,Kjollefjord,70.9457,27.3465,21.34,72,8,10.11,NO,2022-02-13 06:30:54
324,Nabire,-3.3667,135.4833,83.44,76,100,2.46,ID,2022-02-13 06:30:54
325,Marsh Harbour,26.5412,-77.0636,74.7,87,100,11.56,BS,2022-02-13 06:30:55
326,North Bend,43.4065,-124.2243,49.86,93,0,4.61,US,2022-02-13 06:30:55
327,Harrogate,53.9908,-1.5373,48.4,94,40,6.91,GB,2022-02-13 06:30:56
328,Cartagena,10.3997,-75.5144,78.42,83,20,3.44,CO,2022-02-13 06:30:56
329,Necochea,-38.5473,-58.7368,51.04,73,4,5.01,AR,2022-02-13 06:30:06
330,Tonstad,58.6626,6.7169,44.62,99,100,13.56,NO,2022-02-13 06:30:57
331,Nalagarh,31.05,76.7167,72.28,35,0,5.57,IN,2022-02-13 06:30:57
332,Puerto Rico,-26.796,-55.024,67.3,90,20,2.98,AR,2022-02-13 06:30:58
333,Micheweni,-4.9667,39.8333,81.68,71,100,7.94,TZ,2022-02-13 06:30:59
334,Kaitangata,-46.2817,169.8464,55.92,87,97,8.23,NZ,2022-02-13 06:30:59
335,Jinchang,38.4953,102.1739,28.04,69,100,5.3,CN,2022-02-13 06:31:00
336,Inirida,3.8653,-67.9239,72.66,95,99,2.04,CO,2022-02-13 06:31:00
337,Singaraja,-8.112,115.0882,86.97,82,100,3.09,ID,2022-02-13 06:31:01
338,Colquiri,-17.4167,-67.1333,37.49,88,100,3.11,BO,2022-02-13 06:31:02
339,Srednekolymsk,67.45,153.6833,-24.74,93,82,6.35,RU,2022-02-13 06:31:02
340,Hede,33.7681,120.2517,48.43,45,100,10.16,CN,2022-02-13 06:31:03
341,Durg,21.1833,81.2833,77.18,15,0,4.12,IN,2022-02-13 06:31:04
342,Waipawa,-41.4122,175.5153,54.23,88,100,15.37,NZ,2022-02-13 06:31:06
343,Westport,41.1415,-73.3579,42.78,63,100,5.75,US,2022-02-13 06:28:32
344,Coquimbo,-29.9533,-71.3436,63.9,81,0,2.84,CL,2022-02-13 06:29:19
345,Omboue,-1.5746,9.2618,79.77,84,100,4.05,GA,2022-02-13 06:31:07
346,Mahon,39.8885,4.2658,48.76,93,0,0.0,ES,2022-02-13 06:31:07
347,Puerto Madero,14.7208,-92.4215,73.6,100,0,0.0,MX,2022-02-13 06:31:08
348,Saint-Pierre,-21.3393,55.4781,83.88,70,0,9.22,RE,2022-02-13 06:31:08
349,Tazovskiy,67.4667,78.7,-7.49,90,6,13.09,RU,2022-02-13 06:31:09
350,Cravinhos,-21.3403,-47.7294,68.72,98,7,2.98,BR,2022-02-13 06:31:09
351,Nome,64.5011,-165.4064,-11.13,70,0,3.44,US,2022-02-13 06:30:48
352,Itoman,26.1247,127.6694,71.98,90,75,12.66,JP,2022-02-13 06:31:10
353,Maputo,-25.9653,32.5892,79.23,79,20,3.44,MZ,2022-02-13 06:31:10
354,Harper,4.375,-7.7169,76.44,88,9,4.05,LR,2022-02-13 06:31:11
355,Elko,41.0002,-115.5012,34.65,52,0,5.53,US,2022-02-13 06:27:11
356,Bischofshofen,47.4167,13.2167,31.39,78,15,4.79,AT,2022-02-13 06:31:12
357,Avera,33.194,-82.5271,57.7,67,100,6.55,US,2022-02-13 06:29:37
358,Grand Gaube,-20.0064,57.6608,86.4,72,10,7.0,MU,2022-02-13 06:31:13
359,Havre,49.5833,0.3333,40.77,81,100,15.14,FR,2022-02-13 06:31:13
360,Hurghada,27.2574,33.8129,64.83,42,0,6.69,EG,2022-02-13 06:31:14
361,Tallahassee,30.4383,-84.2807,54.64,87,0,0.0,US,2022-02-13 06:26:45
362,Antofagasta,-23.65,-70.4,66.4,78,60,2.33,CL,2022-02-13 06:31:40
363,Khash,28.2211,61.2158,57.58,32,9,3.47,IR,2022-02-13 06:31:55
364,Bow Island,49.8668,-111.3684,39.58,58,78,10.36,CA,2022-02-13 06:30:02
365,Snezhnogorsk,69.1933,33.2531,-16.82,99,32,8.79,RU,2022-02-13 06:32:16
366,Ngunguru,-35.6167,174.5,70.16,71,6,14.47,NZ,2022-02-13 06:32:16
367,Caceres,39.522,-6.3748,38.8,93,96,4.27,ES,2022-02-13 06:32:17
368,Russell,32.3502,-85.1999,54.68,76,0,8.05,US,2022-02-13 06:30:44
369,Mindelo,16.8901,-24.9804,71.15,64,100,16.11,CV,2022-02-13 06:32:17
370,Shahr-E Babak,30.1165,55.1186,43.14,63,82,15.28,IR,2022-02-13 06:32:18
371,Glendive,47.1053,-104.7125,15.49,85,0,5.75,US,2022-02-13 06:27:33
372,Mackay,-21.15,149.2,81.68,69,40,14.97,AU,2022-02-13 06:32:19
373,Leningradskiy,69.3833,178.4167,-11.58,96,99,4.61,RU,2022-02-13 06:30:30
374,Ovsyanka,55.9575,92.5519,-0.78,82,62,5.06,RU,2022-02-13 06:32:20
375,Gympie,-26.1898,152.665,75.31,72,19,10.2,AU,2022-02-13 06:32:20
376,Filingue,14.3521,3.3168,64.83,14,20,10.42,NE,2022-02-13 06:32:21
377,Quatre Cocos,-20.2078,57.7625,86.11,77,17,13.98,MU,2022-02-13 06:32:21
378,Astoria,46.1879,-123.8313,52.86,75,0,3.0,US,2022-02-13 06:30:31
379,Basco,20.4487,121.9702,77.52,74,98,19.91,PH,2022-02-13 06:32:22
380,Ambon,-3.6954,128.1814,77.14,94,40,3.44,ID,2022-02-13 06:32:22
381,Mahonda,-6.45,39.4667,82.51,76,100,7.23,TZ,2022-02-13 06:32:23
382,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.81,84,11,6.46,BR,2022-02-13 06:32:24
383,Naze,28.3667,129.4833,65.32,76,100,10.63,JP,2022-02-13 06:32:16
384,Conde,-7.2597,-34.9075,78.26,89,40,1.14,BR,2022-02-13 06:32:25
385,Port Hedland,-20.3167,118.5667,93.25,49,96,13.8,AU,2022-02-13 06:30:29
386,Sorland,67.667,12.6934,29.79,89,100,3.71,NO,2022-02-13 06:32:26
387,Ugoofaaru,5.6667,73.0,82.0,69,95,2.8,MV,2022-02-13 06:29:36
388,Zhuhai,22.2769,113.5678,65.91,82,40,13.8,CN,2022-02-13 06:32:26
389,Northam,51.0333,-4.2167,49.01,95,100,26.91,GB,2022-02-13 06:32:27
390,Lasa,46.6166,10.7002,27.86,34,88,1.12,IT,2022-02-13 06:32:28
391,Det Udom,14.906,105.0784,98.29,32,24,5.5,TH,2022-02-13 06:32:28
392,Karratha,-20.7377,116.8463,94.1,46,100,15.12,AU,2022-02-13 06:32:29
393,Ponta Delgada,37.7333,-25.6667,62.51,100,75,14.97,PT,2022-02-13 06:32:29
394,Arlit,18.7369,7.3853,64.2,17,5,2.8,NE,2022-02-13 06:32:30
395,Vallenar,-28.5708,-70.7581,63.41,72,0,3.02,CL,2022-02-13 06:32:30
396,Jumla,29.2747,82.1838,50.2,48,0,4.5,NP,2022-02-13 06:32:31
397,Salekhard,66.53,66.6019,-6.2,99,100,5.55,RU,2022-02-13 06:32:31
398,Faya,18.3851,42.4509,55.92,38,6,3.51,SA,2022-02-13 06:32:32
399,Ketchikan,55.3422,-131.6461,40.98,93,100,0.0,US,2022-02-13 06:32:32
400,Oktyabrskiy,54.4815,53.471,23.61,92,100,10.63,RU,2022-02-13 06:32:33
401,Romilly-Sur-Seine,48.5108,3.7263,33.19,87,90,6.78,FR,2022-02-13 06:32:33
402,Tocopilla,-22.092,-70.1979,68.72,70,37,3.58,CL,2022-02-13 06:30:32
403,Provideniya,64.3833,-173.3,-9.47,91,5,4.79,RU,2022-02-13 06:32:34
404,Kendari,-3.945,122.4989,79.86,79,98,2.93,ID,2022-02-13 06:32:35
405,Severo-Kurilsk,50.6789,156.125,20.75,70,19,3.87,RU,2022-02-13 06:32:35
406,Grindavik,63.8424,-22.4338,24.75,74,100,2.3,IS,2022-02-13 06:32:36
407,Honiara,-9.4333,159.95,81.59,83,100,0.74,SB,2022-02-13 06:32:36
408,Comodoro Rivadavia,-45.8667,-67.5,58.86,67,0,4.61,AR,2022-02-13 06:32:37
409,Dunedin,-45.8742,170.5036,53.8,79,100,13.0,NZ,2022-02-13 06:32:38
410,Lazaro Cardenas,17.9583,-102.2,73.63,61,4,4.72,MX,2022-02-13 06:30:59
411,Myitkyina,25.3833,97.4,80.17,27,0,1.97,MM,2022-02-13 06:33:38
412,Kavaratti,10.5669,72.642,81.37,68,10,7.96,IN,2022-02-13 06:33:39
413,Canatlan,24.5167,-104.7833,39.76,47,1,6.26,MX,2022-02-13 06:33:39
414,Skaudvile,55.4167,22.6167,30.16,66,100,13.58,LT,2022-02-13 06:33:40
415,Port Macquarie,-31.4333,152.9167,75.88,70,68,7.36,AU,2022-02-13 06:33:40
416,Korla,41.7597,86.1469,37.8,30,100,6.69,CN,2022-02-13 06:33:41
417,Bonfim,3.0833,-59.95,75.24,80,100,9.28,BR,2022-02-13 06:33:41
418,Petropavlovsk-Kamchatskiy,53.0452,158.6483,18.19,45,20,6.71,RU,2022-02-13 06:33:42
419,Kuryk,43.2,51.65,47.93,66,99,24.23,KZ,2022-02-13 06:33:43
420,Nago,26.5881,127.9761,70.23,91,100,6.64,JP,2022-02-13 06:33:43
421,Clyde River,70.4692,-68.5914,-14.57,76,100,25.32,CA,2022-02-13 06:31:20
422,Nizwa,22.9333,57.5333,73.96,29,0,8.08,OM,2022-02-13 06:32:44
423,Luau,-10.7073,22.2247,69.4,79,100,3.58,AO,2022-02-13 06:33:44
424,Ngama,11.7833,17.1667,74.3,12,9,11.79,TD,2022-02-13 06:33:45
425,Hirna,9.2167,41.1,68.49,46,0,7.67,ET,2022-02-13 06:33:45
426,Changde,29.0464,111.6783,50.92,65,100,0.81,CN,2022-02-13 06:33:45
427,Acapulco,16.8634,-99.8901,76.82,78,100,2.3,MX,2022-02-13 06:33:46
428,Tomatlan,19.9333,-105.25,66.2,59,8,3.71,MX,2022-02-13 06:33:47
429,San Juan,-31.5375,-68.5364,66.31,40,5,4.12,AR,2022-02-13 06:31:40
430,Humboldt,40.6665,-123.9178,40.5,73,0,4.18,US,2022-02-13 06:33:50
431,Salalah,17.0151,54.0924,77.09,61,20,2.3,OM,2022-02-13 06:33:51
432,Presidencia Roque Saenz Pena,-26.7852,-60.4388,60.4,80,43,5.75,AR,2022-02-13 06:33:51
433,Atambua,-9.1061,124.8925,81.27,72,46,0.76,ID,2022-02-13 06:33:52
434,Ossora,59.2353,163.0719,-10.19,85,80,7.05,RU,2022-02-13 06:33:53
435,Santa Cruz Del Sur,20.7147,-77.9956,74.62,83,0,5.59,CU,2022-02-13 06:33:54
436,Zhengjiatun,43.5064,123.5064,15.21,67,100,10.6,CN,2022-02-13 06:33:55
437,Bokoro,12.3807,17.0568,71.49,13,44,12.48,TD,2022-02-13 06:33:56
438,Komsomolskiy,40.4272,71.7189,39.92,93,100,2.3,UZ,2022-02-13 06:30:18
439,Bethel,41.3712,-73.414,40.05,68,100,3.44,US,2022-02-13 06:33:19
440,Darhan,49.4867,105.9228,-4.56,83,95,0.43,MN,2022-02-13 06:33:57
441,Leh,34.1667,77.5833,12.78,69,83,2.93,IN,2022-02-13 06:33:58
442,Calvinia,-31.4707,19.776,77.11,49,87,3.44,ZA,2022-02-13 06:33:58
443,Lompoc,34.6391,-120.4579,68.13,62,0,3.44,US,2022-02-13 06:28:59
444,Clinton,42.587,-82.9199,20.21,78,100,5.75,US,2022-02-13 06:33:59
445,Jijiga,9.35,42.8,72.59,36,86,16.71,ET,2022-02-13 06:33:59
446,Ouegoa,-20.35,164.4333,82.9,74,100,5.91,NC,2022-02-13 06:34:00
447,Myaundzha,63.0494,147.1858,-29.61,99,11,2.48,RU,2022-02-13 06:34:00
448,Samarai,-10.6167,150.6667,82.54,69,27,9.22,PG,2022-02-13 06:34:01
449,El Dorado,38.7666,-120.5177,59.02,40,0,3.0,US,2022-02-13 06:34:01
450,Praia Da Vitoria,38.7333,-27.0667,62.85,88,75,14.03,PT,2022-02-13 06:34:02
451,Vila Velha,-20.3297,-40.2925,73.94,96,40,3.44,BR,2022-02-13 06:33:32
452,Santiago,-33.4569,-70.6483,71.85,51,0,6.91,CL,2022-02-13 06:30:21
453,Sidney,-33.8679,151.2073,77.77,61,40,17.27,AU,2022-02-13 06:32:20
454,Gat,31.61,34.7642,62.4,30,0,1.48,IL,2022-02-13 06:32:04
455,Matozinhos,-19.5578,-44.0814,67.87,94,0,2.3,BR,2022-02-13 06:34:04
456,Yeniseysk,58.4497,92.1703,7.29,80,85,9.91,RU,2022-02-13 06:34:04
457,Kaeo,-35.1,173.7833,70.32,67,0,10.13,NZ,2022-02-13 06:34:05
458,Esperance,-33.8667,121.9,76.84,56,0,16.84,AU,2022-02-13 06:34:05
459,Los Llanos De Aridane,28.6585,-17.9182,60.55,72,40,8.05,ES,2022-02-13 06:35:06
460,Hay River,60.8156,-115.7999,-2.22,84,100,13.8,CA,2022-02-13 06:35:06
461,Korgen,66.0771,13.8153,32.27,95,100,5.61,NO,2022-02-13 06:35:07
462,Opuwo,-18.0607,13.84,68.72,84,100,4.03,NA,2022-02-13 06:35:07
463,Sao Felix Do Xingu,-6.6447,-51.995,70.11,98,100,0.6,BR,2022-02-13 06:35:08
464,Dangriga,16.9692,-88.2321,75.97,86,0,8.5,BZ,2022-02-13 06:35:08
465,Xai-Xai,-25.0519,33.6442,78.64,69,100,1.43,MZ,2022-02-13 06:35:09
466,Verkhoyansk,67.5447,133.385,-21.57,95,100,1.1,RU,2022-02-13 06:35:09
467,Rabo De Peixe,37.8,-25.5833,61.29,89,75,14.97,PT,2022-02-13 06:35:10
468,Iralaya,15.0,-83.2333,75.81,82,6,5.99,HN,2022-02-13 06:35:10
469,Atikokan,48.7555,-91.6216,-25.83,100,26,3.11,CA,2022-02-13 06:35:11
470,Wodonga,-36.1167,146.8833,89.28,67,55,4.61,AU,2022-02-13 06:35:11
471,Senanga,-16.1167,23.2667,73.06,76,11,6.82,ZM,2022-02-13 06:35:12
472,Kijang,35.2442,129.2139,56.93,66,100,17.45,KR,2022-02-13 06:35:13
473,Bagli,22.65,76.35,75.42,18,0,4.63,IN,2022-02-13 06:35:13
474,Zaria,11.1113,7.7227,62.89,15,6,9.93,NG,2022-02-13 06:35:14
475,Port Jervis,41.3751,-74.6927,38.25,65,100,7.76,US,2022-02-13 06:30:51
476,Raga,8.4596,25.678,76.05,14,33,8.84,SS,2022-02-13 06:35:14
477,Morehead,37.2711,-87.1764,21.94,71,100,1.01,US,2022-02-13 06:35:15
478,Lima,-12.0432,-77.0282,69.91,82,0,3.44,PE,2022-02-13 06:35:16
479,Unity,52.4501,-109.1682,22.78,82,100,14.2,CA,2022-02-13 06:35:17
480,San Policarpo,12.1791,125.5072,79.63,82,99,15.57,PH,2022-02-13 06:35:17
481,Chicama,-7.8447,-79.1469,66.74,73,100,3.65,PE,2022-02-13 06:35:18
482,Seguin,29.5688,-97.9647,40.39,62,0,6.91,US,2022-02-13 06:35:18
483,Sidi Ali,36.0998,0.4206,45.32,90,4,3.51,DZ,2022-02-13 06:35:19
484,Emerald,-23.5333,148.1667,92.34,29,40,11.5,AU,2022-02-13 06:35:19
485,San Ignacio,17.1561,-89.0714,70.14,99,100,1.48,BZ,2022-02-13 06:35:20
486,Redlands,34.0556,-117.1825,70.02,23,0,1.99,US,2022-02-13 06:30:44
487,Constitucion,-35.3333,-72.4167,57.79,95,23,7.63,CL,2022-02-13 06:30:56
488,Maine-Soroa,13.2114,12.0241,65.16,18,1,9.84,NE,2022-02-13 06:35:21
489,Yerbogachen,61.2767,108.0108,-2.36,90,95,3.76,RU,2022-02-13 06:35:21
490,Bowling Green,36.9903,-86.4436,25.38,69,100,6.91,US,2022-02-13 06:35:22
491,Sao Joao Da Barra,-21.6403,-41.0511,72.25,90,96,3.06,BR,2022-02-13 06:35:23
492,Shingu,33.7333,135.9833,45.91,86,100,5.17,JP,2022-02-13 06:35:23
493,Katangli,51.7102,143.2326,15.28,92,95,10.33,RU,2022-02-13 06:35:24
494,Pirganj,25.8523,88.3618,74.44,37,0,2.35,BD,2022-02-13 06:35:24
495,Coahuayana,18.7333,-103.6833,75.31,53,80,2.19,MX,2022-02-13 06:35:25
496,Codrington,-38.2667,141.9667,72.01,52,100,15.9,AU,2022-02-13 06:35:25
497,Moyeuvre-Grande,49.2517,6.0475,36.03,73,66,4.12,FR,2022-02-13 06:35:26
498,Novikovo,51.1537,37.8879,22.59,90,46,11.23,RU,2022-02-13 06:35:26
499,Mukhen,48.1,136.1,15.15,90,100,4.99,RU,2022-02-13 06:35:27
500,Ormara,25.2088,64.6357,72.16,56,0,12.33,PK,2022-02-13 06:35:27
501,Zhangjiakou,40.81,114.8794,23.05,78,100,14.29,CN,2022-02-13 06:35:28
502,Buala,-8.145,159.5921,82.11,78,100,3.6,SB,2022-02-13 06:30:47
503,Saluzzo,44.6464,7.4862,39.88,78,75,2.3,IT,2022-02-13 06:35:30
504,La Ciotat,43.1748,5.6045,48.56,69,100,13.06,FR,2022-02-13 06:36:30
505,Lavrentiya,65.5833,-171.0,-15.39,93,7,7.11,RU,2022-02-13 06:36:31
506,Yuty,-26.6,-56.25,67.64,81,70,6.31,PY,2022-02-13 06:36:31
507,Wahiawa,21.5028,-158.0236,71.47,76,0,5.75,US,2022-02-13 06:36:31
508,Ginda,30.6945,78.4932,49.17,20,0,6.82,IN,2022-02-13 06:36:33
509,Dafeng,23.4517,108.5881,50.72,79,98,7.36,CN,2022-02-13 06:36:33
510,Paamiut,61.994,-49.6678,19.65,82,100,14.43,GL,2022-02-13 06:36:33
511,Haines Junction,60.7522,-137.5108,24.75,68,82,4.61,CA,2022-02-13 06:36:34
512,Balaipungut,1.05,101.2833,86.41,59,99,2.95,ID,2022-02-13 06:36:35
513,Bathsheba,13.2167,-59.5167,77.61,73,20,17.27,BB,2022-02-13 06:31:40
514,Pamanukan,-6.2842,107.8106,86.34,64,100,10.56,ID,2022-02-13 06:36:35
515,Sorong,-0.8833,131.25,82.89,70,27,4.85,ID,2022-02-13 06:36:36
516,Hirara,24.8,125.2833,68.27,94,75,9.22,JP,2022-02-13 06:36:36
517,Ratnapura,6.6828,80.3992,77.83,87,100,3.24,LK,2022-02-13 06:36:37
518,Ola,59.5833,151.2833,-3.84,82,62,4.65,RU,2022-02-13 06:36:37
519,Launceston,-41.45,147.1667,76.64,54,75,19.57,AU,2022-02-13 06:36:38
520,La Palma,33.8464,-118.0467,75.94,28,0,4.61,US,2022-02-13 06:36:38
521,Beirut,33.8889,35.4944,65.37,54,0,2.3,LB,2022-02-13 06:35:14
522,Ledyard,41.4398,-72.0142,38.66,57,75,12.66,US,2022-02-13 06:36:39
523,Mingshui,36.7167,117.5,46.58,36,95,6.71,CN,2022-02-13 06:36:40
524,Gushikawa,26.3544,127.8686,69.39,90,100,9.22,JP,2022-02-13 06:36:40
525,Jalu,29.0331,21.5482,54.93,45,3,4.07,LY,2022-02-13 06:36:40
526,Narsaq,60.9167,-46.05,28.62,95,100,4.74,GL,2022-02-13 06:32:58
527,Fairbanks,64.8378,-147.7164,11.82,78,100,0.0,US,2022-02-13 06:35:49
528,Cayenne,4.9333,-52.3333,79.09,88,100,4.0,GF,2022-02-13 06:36:41
529,Kurilsk,45.2333,147.8833,28.02,83,99,6.2,RU,2022-02-13 06:36:42
530,Kananga,-5.8958,22.4178,72.05,91,100,4.68,CD,2022-02-13 06:36:42
531,Manokwari,-0.8667,134.0833,81.91,76,76,9.8,ID,2022-02-13 06:36:43
532,Santa Cruz,-17.8,-63.1667,69.26,73,75,12.66,BO,2022-02-13 06:36:43
533,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,72.09,99,100,1.19,BR,2022-02-13 06:36:44
534,Tuatapere,-46.1333,167.6833,53.82,83,99,2.04,NZ,2022-02-13 06:36:44
535,Arona,28.0996,-16.681,56.75,60,20,10.36,ES,2022-02-13 06:36:45
536,Gaoual,11.75,-13.2,65.17,21,0,1.39,GN,2022-02-13 06:36:45
537,Tabou,4.423,-7.3528,76.89,88,15,5.28,CI,2022-02-13 06:36:46
538,Lom Sak,16.7798,101.2422,98.1,39,20,6.91,TH,2022-02-13 06:36:46
539,Ozieri,40.586,9.0012,45.91,96,15,2.71,IT,2022-02-13 06:36:46
540,Alyangula,-13.8483,136.4192,82.27,78,75,4.61,AU,2022-02-13 06:36:47
541,Truro,50.2653,-5.0544,50.76,100,100,29.93,GB,2022-02-13 06:36:47
542,Borovoy,55.4333,86.0833,0.68,60,0,4.47,RU,2022-02-13 06:36:48
543,Richards Bay,-28.783,32.0377,82.26,55,0,13.53,ZA,2022-02-13 06:36:48
544,Sola,-13.8833,167.55,83.07,79,75,0.0,VU,2022-02-13 06:36:49
545,Ust-Karsk,52.7011,118.8077,0.55,75,100,2.89,RU,2022-02-13 06:36:49
546,Bilibino,68.0546,166.4372,-26.01,100,99,1.79,RU,2022-02-13 06:36:50
547,Moyale,3.5167,39.0584,79.83,23,87,9.44,KE,2022-02-13 06:36:50
548,Isangel,-19.55,169.2667,86.11,79,75,4.61,VU,2022-02-13 06:36:51
549,Nhulunbuy,-12.2333,136.7667,90.21,55,40,14.97,AU,2022-02-13 06:36:51
550,Mozarlandia,-14.7447,-50.5706,70.27,98,96,0.78,BR,2022-02-13 06:37:52
551,Goderich,43.7501,-81.7165,11.91,78,100,8.05,CA,2022-02-13 06:37:52
552,Deputatskiy,69.3,139.9,-11.18,94,100,6.26,RU,2022-02-13 06:37:53
553,Hervey Bay,-25.2986,152.8535,76.03,75,9,18.66,AU,2022-02-13 06:37:53
554,Kieta,-6.2167,155.6333,81.9,78,100,1.19,PG,2022-02-13 06:37:54
555,Numaligarh,26.6333,93.75,72.3,47,0,6.06,IN,2022-02-13 06:37:54
556,Planaltina,-15.4528,-47.6142,68.29,98,98,2.44,BR,2022-02-13 06:37:55
557,Minab,27.1467,57.0801,72.9,53,94,3.65,IR,2022-02-13 06:37:55
558,Marsa Matruh,31.3525,27.2453,57.04,70,0,2.51,EG,2022-02-13 06:37:55
559,Luanda,-8.8368,13.2343,75.2,88,20,4.61,AO,2022-02-13 06:33:19
560,Ibarra,0.35,-78.1167,57.74,95,93,2.06,EC,2022-02-13 06:37:57
561,Brownwood,31.7093,-98.9912,32.0,74,0,3.44,US,2022-02-13 06:37:58
562,Keflavik,64.0049,-22.5624,24.71,74,100,2.3,IS,2022-02-13 06:37:58
563,Nha Trang,12.25,109.1833,80.6,71,91,8.14,VN,2022-02-13 06:37:59
564,Chute-Aux-Outardes,49.1168,-68.399,3.51,60,0,10.36,CA,2022-02-13 06:37:59
565,Willmar,45.1219,-95.0433,6.48,78,0,8.05,US,2022-02-13 06:38:00
566,Boffa,10.1667,-14.0333,66.04,74,5,3.27,GN,2022-02-13 06:38:00
567,Arosa,46.7779,9.6762,15.57,42,19,9.13,CH,2022-02-13 06:38:01
568,Port-De-Bouc,43.4,4.9833,47.44,63,0,10.36,FR,2022-02-13 06:38:01
569,Toucheng,24.8592,121.8233,70.14,91,100,9.42,TW,2022-02-13 06:38:02
570,Mount Isa,-20.7333,139.5,94.5,33,7,7.78,AU,2022-02-13 06:38:02
571,Kazachinskoye,57.6953,93.2761,6.39,80,100,10.16,RU,2022-02-13 06:38:03
572,Svetlaya,46.5389,138.3297,26.83,84,100,16.51,RU,2022-02-13 06:38:04
573,Mmathubudukwane,-24.6,26.4333,72.46,38,32,6.08,BW,2022-02-13 06:38:04
574,Qostanay,53.1667,63.5833,3.49,85,100,4.47,KZ,2022-02-13 06:38:05
575,Shitkino,56.3703,98.3543,4.51,79,79,8.7,RU,2022-02-13 06:38:05
576,Cam Ranh,11.9214,109.1591,80.56,74,75,9.22,VN,2022-02-13 06:38:06
577,Mugan,35.9404,101.3842,33.4,27,6,11.3,CN,2022-02-13 06:38:06
578,The Valley,18.217,-63.0578,77.09,73,0,23.55,AI,2022-02-13 06:38:06
579,Lakatoro,-16.0999,167.4164,79.0,85,100,3.71,VU,2022-02-13 06:38:07
580,Iskateley,67.6803,53.1512,10.72,96,100,8.99,RU,2022-02-13 06:38:08
581,Vidalia,32.2177,-82.4135,55.35,71,75,3.44,US,2022-02-13 06:34:43
582,Nara,34.6851,135.8049,40.91,78,100,6.71,JP,2022-02-13 06:38:09
583,Gunjur,13.2019,-16.7339,68.07,30,0,2.3,GM,2022-02-13 06:38:09
584,Kalabo,-14.97,22.6814,71.06,81,93,6.71,ZM,2022-02-13 06:38:10
585,Likasi,-10.9814,26.7333,63.43,96,100,1.79,CD,2022-02-13 06:38:10
586,Yenagoa,4.9247,6.2642,79.39,83,70,3.22,NG,2022-02-13 06:38:11
587,Mazsalaca,57.8633,25.0547,32.0,86,100,14.12,LV,2022-02-13 06:38:11
588,Teeli,51.0333,90.2333,-9.53,87,12,2.77,RU,2022-02-13 06:38:12
589,Labytnangi,66.6572,66.4183,-8.25,100,100,1.41,RU,2022-02-13 06:38:12
590,Dhidhdhoo,6.8833,73.1,81.61,73,100,5.75,MV,2022-02-13 06:38:13
591,Basoko,1.2391,23.616,79.7,61,100,4.09,CD,2022-02-13 06:38:13
592,Gushi,34.6425,109.5843,52.72,39,16,5.28,CN,2022-02-13 06:38:14
593,Santo Antonio Do Ica,-3.1022,-67.9397,71.82,99,89,0.96,BR,2022-02-13 06:38:14
594,Daura,11.5538,11.4085,64.76,22,3,8.77,NG,2022-02-13 06:38:15
595,Evensk,61.95,159.2333,-7.89,77,15,8.3,RU,2022-02-13 06:39:15
596,Hun,29.1268,15.9477,51.17,48,7,6.2,LY,2022-02-13 06:39:16
597,Zeya,53.75,127.2667,9.57,65,100,4.07,RU,2022-02-13 06:39:17
598,Upington,-28.4478,21.2561,73.78,73,0,2.3,ZA,2022-02-13 06:39:17
599,Kimbe,-5.5502,150.1429,83.26,78,34,3.62,PG,2022-02-13 06:39:17
600,Buchanan,5.8808,-10.0467,76.96,88,7,3.96,LR,2022-02-13 06:39:18
601,Laurel,39.0993,-76.8483,41.29,82,100,8.05,US,2022-02-13 06:39:02
602,Chlorakas,34.8042,32.4083,52.83,81,20,5.75,CY,2022-02-13 06:39:19
603,Praia,14.9215,-23.5087,72.14,64,0,23.02,CV,2022-02-13 06:39:19
604,Bairiki,1.3292,172.9752,84.2,70,75,9.22,KI,2022-02-13 06:39:20
605,Te Anau,-45.4167,167.7167,49.84,89,100,2.77,NZ,2022-02-13 06:39:20
606,Anshun,26.25,105.9333,47.95,68,64,2.86,CN,2022-02-13 06:39:20
607,Santa Cruz De La Palma,28.6835,-17.7642,64.54,72,40,8.05,ES,2022-02-13 06:39:21
608,Berlevag,70.8578,29.0864,22.57,72,4,14.85,NO,2022-02-13 06:39:21
609,Bambanglipuro,-7.95,110.2833,82.45,78,100,3.53,ID,2022-02-13 06:39:22
610,Kushiro,42.975,144.3747,29.35,86,75,3.44,JP,2022-02-13 06:38:08
